	SRR21492517_R1_filtered.fastq.gz	SRR21492518_R1_filtered.fastq.gz	SRR21492519_R1_filtered.fastq.gz	SRR21492520_R1_filtered.fastq.gz	SRR21492521_R1_filtered.fastq.gz	SRR21492522_R1_filtered.fastq.gz	SRR21492523_R1_filtered.fastq.gz	SRR21492524_R1_filtered.fastq.gz	SRR21492525_R1_filtered.fastq.gz	SRR21492526_R1_filtered.fastq.gz	SRR21492527_R1_filtered.fastq.gz	SRR21492528_R1_filtered.fastq.gz	SRR21492529_R1_filtered.fastq.gz	SRR21492530_R1_filtered.fastq.gz	SRR21492531_R1_filtered.fastq.gz	SRR21492532_R1_filtered.fastq.gz	SRR21492533_R1_filtered.fastq.gz	SRR21492534_R1_filtered.fastq.gz	SRR21492535_R1_filtered.fastq.gz	SRR21492536_R1_filtered.fastq.gz	SRR21492537_R1_filtered.fastq.gz	SRR21492538_R1_filtered.fastq.gz	SRR21492539_R1_filtered.fastq.gz	SRR21492540_R1_filtered.fastq.gz	SRR21492541_R1_filtered.fastq.gz	SRR21492542_R1_filtered.fastq.gz	SRR21492543_R1_filtered.fastq.gz	SRR21492544_R1_filtered.fastq.gz	SRR21492545_R1_filtered.fastq.gz	SRR21492546_R1_filtered.fastq.gz	SRR21492547_R1_filtered.fastq.gz	SRR21492548_R1_filtered.fastq.gz	SRR21492549_R1_filtered.fastq.gz	SRR21492550_R1_filtered.fastq.gz	SRR21492551_R1_filtered.fastq.gz
ASV_114	417	219	183	0	0	0	62	219	0	176	67	0	0	342	119	0	157	0	0	97	30	66	0	72	168	43	94	0	204	132	184	118	199	0	0
ASV_115	103	111	117	3	0	0	289	15	130	58	92	0	69	0	108	35	101	26	94	426	167	103	0	32	87	347	40	130	134	193	134	78	85	0	0
ASV_116	104	0	47	0	0	0	55	153	69	0	315	0	237	0	44	41	69	76	80	86	294	0	0	65	0	87	68	84	69	137	72	245	781	9	0
ASV_117	267	0	168	0	0	0	0	0	368	42	225	0	0	0	76	797	0	269	155	123	109	0	0	64	0	0	0	45	0	0	123	419	0	0	0
ASV_118	113	158	49	0	0	0	23	0	110	45	0	0	122	38	230	101	133	632	0	61	88	0	0	0	43	36	930	51	56	57	90	0	81	0	0
ASV_119	76	0	714	0	0	0	44	130	166	203	0	0	108	134	0	39	0	225	0	74	838	128	0	0	0	0	173	0	0	0	0	0	151	0	0
ASV_120	439	157	0	0	0	0	0	165	0	108	56	0	0	0	45	0	0	63	131	64	0	167	0	71	0	344	74	0	571	153	155	141	283	0	0
ASV_121	123	509	0	0	0	0	38	6	86	0	53	0	0	0	553	29	0	12	10	0	444	119	5	40	0	14	108	35	986	10	0	0	0	0	0
ASV_122	0	111	115	0	0	0	69	593	21	323	205	0	44	186	0	94	30	107	52	0	301	0	0	0	69	86	66	145	0	248	205	95	0	0	0
ASV_123	0	2825	0	0	0	0	0	274	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ASV_124	182	0	51	0	0	0	80	62	0	0	336	0	42	111	0	0	0	0	0	163	516	957	8	0	167	0	52	0	107	0	82	71	112	0	0
ASV_125	123	0	0	0	0	0	196	57	53	0	126	0	573	78	0	89	87	301	0	295	613	0	0	117	0	68	0	63	77	0	124	42	0	0	0
ASV_126	39	0	106	0	0	0	347	27	32	7	28	0	117	103	42	177	59	286	0	58	166	0	5	389	15	59	233	392	131	24	125	35	15	0	0
ASV_127	108	220	113	0	0	0	135	133	110	101	141	0	23	73	71	117	111	21	141	39	54	36	0	117	78	125	211	157	247	102	88	46	57	0	0
ASV_128	24	22	0	0	0	0	68	21	34	43	0	0	21	0	0	0	222	15	450	114	41	29	0	221	38	549	677	16	109	95	0	50	72	0	0
ASV_129	5	0	72	0	0	0	198	12	69	6	20	0	470	20	64	312	227	343	13	67	269	16	0	232	8	53	224	89	53	6	65	0	11	0	0
ASV_130	31	0	76	0	0	0	216	0	90	44	121	0	81	35	0	445	241	194	11	52	323	16	7	224	9	21	190	171	106	11	164	0	0	0	0
ASV_131	45	25	66	0	0	0	149	0	150	26	54	0	203	15	0	440	0	225	0	129	792	0	0	48	0	32	167	180	87	0	0	16	18	0	0
ASV_132	114	22	312	0	0	0	64	94	0	18	84	0	0	264	62	32	50	0	34	105	98	16	0	160	162	284	0	258	13	147	204	80	174	7	0
ASV_133	34	0	1343	0	0	0	0	153	0	122	25	0	944	32	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	10	151	0	0	0
ASV_134	52	219	47	0	0	0	85	0	406	21	0	0	139	0	0	272	0	30	526	0	0	296	0	76	181	0	0	0	0	188	100	212	0	0	0
ASV_135	58	121	56	0	0	0	73	104	129	19	70	0	46	162	125	241	96	93	90	26	164	61	0	0	88	166	61	126	214	184	91	138	45	0	0
ASV_136	276	57	47	0	0	0	58	16	14	17	7	0	33	29	104	7	262	43	119	513	210	86	0	215	49	61	39	26	134	37	66	95	218	0	0
ASV_137	0	72	49	0	0	0	114	0	81	0	26	0	0	92	0	65	405	0	207	61	39	208	0	118	158	140	79	312	484	0	122	0	0	0	0
ASV_138	75	137	70	0	0	0	96	73	109	109	68	0	0	28	181	90	88	115	223	82	52	115	0	23	87	130	134	139	250	113	104	0	126	0	0
ASV_139	211	213	121	0	0	0	27	0	61	265	39	0	0	268	35	64	26	19	0	309	37	0	0	0	186	171	221	175	67	116	29	77	64	0	0
ASV_140	181	205	63	0	0	0	15	42	31	78	189	0	13	95	163	41	209	110	0	302	72	39	3	204	67	63	244	22	28	137	58	47	40	0	0
ASV_141	104	201	391	0	0	0	0	17	0	0	0	0	0	16	0	140	83	0	28	133	267	0	0	0	117	0	0	340	0	486	72	144	192	12	0
ASV_142	123	99	153	0	0	0	87	89	102	53	87	0	32	158	95	46	135	105	19	88	96	35	0	117	93	282	88	142	70	91	61	92	73	0	0
ASV_143	75	160	191	0	0	0	157	218	44	193	90	0	14	75	65	29	81	37	65	52	33	40	0	45	145	133	64	108	98	262	104	43	58	0	0
ASV_144	57	69	111	0	0	0	61	119	0	0	145	0	0	158	0	57	56	0	0	72	138	184	0	222	101	191	355	119	97	260	0	0	83	0	0
ASV_145	40	100	78	0	0	0	87	85	38	69	147	0	0	80	66	27	128	13	50	26	58	94	0	50	33	209	361	88	197	154	183	58	128	0	0
ASV_146	139	0	79	5	0	0	72	157	27	93	157	0	73	37	117	10	108	23	110	62	259	14	0	0	98	313	23	10	82	322	54	139	60	0	0
ASV_147	49	0	67	0	0	0	42	0	58	87	0	0	553	51	0	15	0	252	0	212	0	0	4	0	0	50	842	0	289	0	0	71	0	0	0
ASV_148	0	28	88	0	0	0	98	41	0	83	36	0	0	96	43	526	0	0	95	61	46	0	0	39	215	290	99	340	0	139	156	0	117	0	0
ASV_149	161	53	0	0	0	0	157	60	72	52	0	0	51	152	69	80	130	127	0	407	206	46	0	35	109	130	72	43	0	87	49	171	75	0	0
ASV_150	30	56	113	0	0	0	123	0	67	103	0	0	73	163	112	186	92	116	26	293	67	0	0	116	39	118	173	129	87	98	88	80	41	0	0
ASV_151	89	71	43	0	0	0	100	98	140	84	61	0	0	51	74	77	137	47	46	131	83	57	0	61	76	96	150	117	167	116	156	86	131	0	0
ASV_152	0	154	172	0	0	0	320	92	212	78	0	6	0	468	0	0	147	40	0	49	0	86	0	0	0	0	88	0	102	127	0	0	386	0	0
ASV_153	224	46	12	0	0	0	146	24	50	103	45	0	134	111	89	74	0	103	44	74	0	44	0	60	93	31	77	16	66	360	221	194	83	0	0
ASV_154	108	60	78	0	0	0	109	0	126	157	152	0	25	0	0	80	45	69	374	65	0	0	0	0	0	0	385	118	218	74	72	119	79	0	0
ASV_155	77	49	35	0	0	0	25	26	73	90	129	0	63	31	63	0	41	35	278	12	35	219	0	6	48	116	201	492	154	64	58	30	52	0	0
ASV_156	0	0	31	0	0	0	78	0	84	0	104	0	35	0	175	243	362	0	84	33	0	21	0	358	0	131	0	284	176	0	268	0	33	0	0
ASV_157	0	0	0	0	0	0	53	0	0	23	0	0	31	80	0	104	1340	0	0	0	8	0	0	88	0	199	131	161	111	0	0	63	87	0	0
ASV_158	401	319	161	0	0	0	0	86	0	0	136	0	312	0	0	0	0	145	0	0	129	0	0	16	0	0	0	0	0	139	253	178	198	0	0
ASV_159	29	0	0	0	0	0	152	0	82	0	0	0	531	143	0	0	0	276	0	361	84	0	0	0	0	0	325	73	294	0	0	115	0	0	0
ASV_160	44	34	117	0	0	0	225	48	6	13	17	0	0	348	0	0	22	0	37	220	80	0	0	23	274	53	38	487	51	290	0	11	0	0	0
ASV_161	0	160	18	0	0	0	238	0	0	0	0	0	54	520	0	522	198	0	373	0	0	0	0	58	0	42	0	62	25	136	31	0	0	0	0
ASV_162	277	184	0	0	0	0	50	61	288	44	27	0	0	54	165	48	17	110	0	149	0	738	0	25	0	0	125	0	0	0	0	53	0	0	0
ASV_163	11	0	189	0	0	0	13	11	21	0	0	0	0	123	49	272	0	39	0	147	571	0	0	92	55	220	67	220	63	186	0	63	0	0	0
ASV_164	89	195	106	0	0	0	221	0	0	0	41	0	44	121	46	0	0	106	43	118	0	0	0	0	168	457	162	0	30	392	0	0	56	0	0
ASV_165	274	30	23	0	0	0	30	204	0	0	277	0	18	97	0	120	105	0	0	0	0	0	0	143	743	0	0	111	0	0	28	191	0	0	0
ASV_166	73	104	233	0	0	0	129	146	0	18	41	0	0	256	0	118	0	19	8	142	13	0	0	0	553	99	0	67	17	0	6	99	246	0	0
ASV_167	281	0	108	0	0	0	71	91	35	0	0	0	0	276	61	75	139	0	38	76	297	0	0	150	73	164	72	0	0	81	148	0	149	0	0
ASV_168	48	183	136	0	0	0	211	26	0	82	64	0	0	48	0	0	0	0	327	0	0	0	0	31	167	75	0	25	75	222	253	226	176	0	0
ASV_169	0	73	122	0	0	0	61	0	0	0	29	0	46	59	41	66	129	313	103	0	262	0	0	47	126	188	0	72	124	121	48	260	71	0	0
ASV_170	194	28	36	0	0	0	145	85	168	0	42	0	0	87	116	0	35	0	66	266	50	33	0	18	58	146	250	0	20	79	29	138	263	0	0
ASV_171	414	0	0	340	419	0	0	0	0	0	0	0	0	0	0	0	65	0	143	0	0	0	953	0	0	0	0	0	0	0	0	0	0	0	0
ASV_172	176	0	148	0	0	0	100	21	228	0	161	0	59	0	182	0	419	0	126	0	323	0	0	175	0	0	0	0	0	0	0	27	159	0	0
ASV_173	69	0	0	0	0	0	88	163	0	257	98	0	20	125	17	15	0	0	22	0	0	14	0	36	209	102	17	444	102	88	252	31	134	0	0
ASV_174	0	166	28	0	0	0	188	44	60	0	204	0	48	66	42	0	207	37	268	39	142	54	0	142	118	21	67	0	152	89	74	0	45	0	0
ASV_175	154	0	1712	0	0	0	21	0	0	0	0	0	0	0	0	63	0	0	0	47	0	35	0	0	0	0	0	0	39	39	0	0	185	0	0
ASV_176	0	0	0	0	0	0	55	0	6	0	43	0	0	0	25	0	64	0	263	0	0	0	0	48	0	17	0	583	1117	0	0	0	69	0	0
ASV_177	0	234	32	0	0	0	291	0	91	168	284	0	0	12	7	53	267	13	0	0	0	0	0	216	0	208	0	0	16	0	0	374	0	0	0
ASV_178	106	93	55	2	0	0	120	47	67	56	66	0	22	18	65	15	31	36	31	13	355	11	0	88	194	34	0	79	125	224	135	80	83	12	0
ASV_179	69	41	46	0	0	0	22	12	305	26	62	0	73	11	33	141	102	258	15	0	0	92	0	24	0	0	50	10	88	87	174	97	412	0	0
ASV_180	0	188	31	0	0	0	84	60	0	62	10	0	241	21	47	172	68	0	112	261	29	81	0	69	0	192	9	0	76	102	139	135	57	0	0
ASV_181	271	46	51	0	0	0	41	42	21	120	84	0	0	104	44	65	70	142	154	27	154	97	0	43	36	48	124	19	11	118	27	221	54	0	0
ASV_182	0	62	117	0	0	0	36	33	14	57	153	0	0	0	109	16	0	0	46	0	78	323	0	0	54	0	422	60	68	152	83	109	232	0	0
ASV_183	42	151	108	0	0	0	108	20	36	28	63	0	32	0	52	41	50	74	131	120	94	64	0	117	90	93	28	293	44	162	124	0	41	0	0
ASV_184	49	73	95	0	0	0	86	216	104	100	58	0	0	27	25	16	115	14	0	36	23	34	0	63	116	74	109	210	178	180	85	42	58	0	0
ASV_185	159	89	85	0	0	0	64	100	51	180	93	0	0	93	70	18	76	5	219	0	0	79	0	98	29	141	142	57	80	72	59	57	67	0	0
ASV_186	68	80	38	0	0	0	33	252	32	28	202	0	0	0	172	0	36	96	126	0	0	577	0	0	0	0	0	98	180	0	0	33	128	0	0
ASV_187	32	39	14	0	0	0	0	314	541	11	0	0	0	0	130	132	24	404	0	126	0	12	0	0	0	11	158	13	204	0	0	0	0	0	0
ASV_188	26	0	112	0	0	0	143	0	0	414	42	0	0	103	31	192	0	0	32	0	47	0	0	106	0	0	167	147	230	106	86	0	164	0	0
ASV_189	93	62	11	0	0	0	108	82	163	34	78	0	20	14	41	26	15	54	180	0	144	51	0	20	21	215	305	61	162	43	86	34	24	0	0
ASV_190	0	1110	136	0	0	0	0	5	63	0	50	0	10	0	56	6	11	0	19	0	0	58	0	34	0	0	32	216	247	69	0	24	0	0	0
ASV_191	70	53	0	0	0	0	536	53	0	47	0	0	0	0	0	0	75	0	0	19	0	0	0	445	0	0	66	0	41	663	0	0	76	0	0
ASV_192	0	0	0	0	0	0	0	0	164	0	505	0	0	0	0	181	0	320	0	0	374	0	0	0	69	37	65	77	0	0	0	260	70	0	0
ASV_193	20	0	81	0	0	0	232	0	19	21	51	0	0	36	13	106	73	24	147	56	54	0	0	149	57	337	215	24	31	105	88	106	43	0	0
ASV_194	6	0	23	0	0	0	85	0	14	0	20	0	0	19	36	492	755	18	0	34	0	0	0	441	19	28	0	0	0	0	98	0	0	0	0
ASV_195	155	18	291	0	0	0	47	39	57	18	164	0	72	425	88	67	20	58	23	36	13	0	0	7	23	102	87	99	26	62	35	19	29	0	0
ASV_196	101	69	35	0	0	0	58	139	39	97	54	0	23	51	0	0	64	0	132	43	57	62	0	23	153	134	80	82	0	99	174	167	134	0	0
ASV_197	907	0	66	0	0	0	252	63	0	0	473	0	0	0	40	0	0	0	0	0	0	0	0	0	0	24	0	101	0	0	0	44	95	0	0
ASV_198	71	29	106	0	0	0	107	93	32	0	41	0	0	0	92	0	148	23	143	0	0	116	0	125	0	53	104	71	166	307	56	112	57	0	0
ASV_199	0	344	0	0	0	0	0	46	67	48	84	0	0	0	0	67	86	0	291	0	0	195	0	0	71	0	0	299	216	86	139	0	0	0	0
ASV_200	198	30	11	0	0	0	116	120	26	260	108	0	42	78	104	14	0	0	288	10	30	21	0	23	15	33	46	234	22	24	53	52	76	0	0
ASV_201	48	0	0	0	0	0	0	145	0	133	0	0	174	701	0	0	0	0	0	28	342	0	0	0	68	0	124	0	0	30	12	202	21	0	0
ASV_202	22	0	93	0	0	0	291	0	264	55	33	0	47	29	216	97	259	31	0	0	0	0	0	147	0	135	23	0	229	0	0	53	0	0	0
ASV_203	7	11	141	0	0	0	28	8	41	17	52	0	21	61	30	182	600	81	7	0	2	10	0	212	7	77	19	156	162	0	52	20	0	0	0
ASV_204	86	0	167	0	0	0	321	0	19	0	29	0	269	0	177	81	60	0	0	113	0	0	0	228	0	52	53	177	171	0	0	0	0	0	0
ASV_205	42	614	12	0	0	2	0	11	0	7	0	0	0	10	5	7	2	0	111	0	75	802	0	17	5	3	10	0	30	32	44	90	72	0	0
ASV_206	345	72	65	0	0	0	0	106	187	27	0	0	0	0	100	0	0	416	0	174	72	53	0	0	32	21	0	0	0	0	0	51	272	0	0
ASV_207	33	93	42	0	0	0	109	249	0	241	12	0	52	23	23	80	63	0	0	0	146	0	0	13	202	50	97	47	0	94	0	200	122	0	0
ASV_208	53	131	41	0	0	0	23	92	28	72	58	0	0	27	24	373	34	0	182	0	20	17	0	11	130	33	23	114	107	76	95	146	52	0	0
ASV_209	0	10	18	0	0	0	59	9	83	0	116	0	0	123	468	0	38	0	195	63	0	189	0	47	0	0	0	143	107	164	116	0	0	0	0
ASV_210	176	63	42	0	0	0	0	106	103	46	53	0	0	5	23	14	35	29	14	150	84	149	0	73	43	272	96	25	44	62	9	143	84	0	0
ASV_211	10	167	98	0	0	0	0	129	27	92	165	0	0	47	0	425	35	0	75	28	19	20	0	47	65	93	49	70	51	86	65	17	38	0	0
ASV_212	49	59	0	0	0	0	281	0	110	253	0	0	0	0	57	58	109	74	103	80	0	0	0	34	0	47	0	34	288	149	55	0	78	0	0
ASV_213	117	19	7	0	0	0	10	46	369	13	7	0	34	9	20	6	33	48	108	0	55	79	0	48	10	33	567	35	32	57	53	55	46	0	0
ASV_214	0	0	0	0	0	0	23	0	1630	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV_215	173	105	69	0	0	0	84	113	25	74	53	0	8	82	51	17	58	35	347	60	28	97	0	24	19	61	54	0	81	26	32	42	69	0	0
ASV_216	47	269	0	0	0	0	95	0	67	0	98	0	0	86	18	0	0	0	0	134	0	0	0	20	99	459	142	15	180	0	39	0	98	0	0
ASV_217	101	81	43	0	0	0	0	29	29	56	45	0	74	0	33	0	82	299	0	140	40	99	0	0	79	220	10	0	54	129	52	106	48	0	0
ASV_218	0	148	79	0	0	0	85	82	0	71	74	0	0	70	16	61	43	0	139	27	0	64	0	0	97	51	0	135	150	156	150	97	54	0	0
ASV_219	417	0	0	0	0	0	39	0	11	27	30	0	26	534	23	0	0	0	0	0	12	0	0	0	58	115	22	30	362	0	64	10	49	0	0
ASV_220	164	70	72	0	0	0	39	49	25	79	85	0	105	75	116	88	34	77	116	0	185	0	0	36	37	44	51	23	73	48	33	38	59	0	0
ASV_221	41	24	53	0	0	0	61	0	0	79	33	0	139	0	0	208	102	0	235	13	0	71	0	61	74	0	63	40	49	248	95	0	126	0	6
ASV_222	93	0	76	0	0	0	61	0	0	0	0	0	292	128	27	4	79	0	0	280	36	0	0	0	154	83	120	0	0	84	38	132	114	0	0
ASV_223	288	150	73	0	0	0	64	175	22	127	40	0	21	96	48	9	24	0	0	73	42	118	5	14	0	186	49	0	0	30	14	50	81	0	0
ASV_224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1716	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0
ASV_225	56	49	61	0	0	0	126	49	18	48	120	0	176	142	86	0	53	0	0	183	61	0	0	27	75	201	67	50	0	50	0	78	0	0	0
ASV_226	33	16	31	0	0	0	63	66	467	47	68	0	167	0	10	0	0	54	0	176	42	23	0	0	0	119	213	0	0	0	27	107	46	0	0
ASV_227	0	0	58	0	0	0	244	52	100	32	72	0	0	67	0	0	0	12	194	71	0	0	0	103	0	38	47	0	184	0	132	158	209	0	0
ASV_228	65	15	0	0	0	0	65	58	0	30	112	0	0	0	0	0	247	10	0	0	52	0	0	33	0	0	328	190	260	146	161	0	0	0	0
ASV_229	46	159	0	0	0	0	0	48	0	218	127	0	10	41	0	49	42	0	58	115	127	0	0	225	141	65	0	36	0	79	101	48	36	0	0
ASV_230	0	0	94	0	0	0	107	40	123	78	36	0	0	112	105	13	0	30	0	0	0	121	0	28	100	410	116	0	32	70	77	40	35	0	0
ASV_231	388	160	0	0	0	0	40	45	0	82	0	0	0	282	438	0	0	92	0	0	0	0	0	0	0	7	0	11	215	0	0	0	0	0	0
ASV_232	57	0	135	0	0	0	0	0	73	46	170	0	0	55	253	145	44	0	0	370	0	0	0	0	0	230	51	0	71	0	0	52	0	0	0
ASV_233	235	32	63	0	0	0	65	107	0	78	0	0	96	0	0	48	22	78	27	35	65	66	0	100	35	140	100	61	0	87	53	70	88	0	0
ASV_234	0	0	0	0	0	0	146	0	0	0	0	0	266	0	0	378	140	256	0	88	123	0	0	0	0	0	216	0	127	0	0	0	0	0	0
ASV_235	0	0	0	0	0	0	418	377	0	0	126	0	0	121	0	0	0	0	179	0	0	0	0	0	0	56	0	0	0	329	130	0	0	0	0
ASV_236	57	51	34	3	0	0	114	129	57	80	0	0	0	100	81	68	27	0	91	34	17	73	0	35	61	130	175	0	115	38	56	22	85	0	0
ASV_237	36	55	19	0	0	0	41	165	0	297	14	0	0	0	53	18	27	8	482	0	19	93	0	35	46	9	0	49	52	130	32	0	34	0	0
ASV_238	13	142	7	0	3	0	3	47	6	16	2	0	6	0	0	12	147	0	44	0	24	1007	4	31	0	0	18	0	13	14	36	13	53	51	0
ASV_239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_240	20	0	0	0	0	0	218	0	0	14	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	930	0	0	0	0	0	402	0	0	0
ASV_241	213	0	0	0	0	0	0	51	14	40	19	0	1017	0	0	0	0	85	15	0	0	42	0	62	0	0	0	108	11	0	0	0	0	0	0
ASV_242	84	29	16	0	0	0	36	68	0	49	61	0	69	0	89	142	35	54	78	0	313	21	0	52	49	46	36	10	19	34	27	227	30	0	0
ASV_243	0	30	38	0	0	0	83	20	46	37	0	0	159	75	51	47	99	244	0	62	116	0	0	67	22	25	76	100	57	0	84	27	103	0	0
ASV_244	35	73	12	0	0	0	0	166	0	0	106	0	0	143	102	45	0	18	0	27	55	154	0	43	15	171	49	31	103	0	232	0	81	0	0
ASV_245	19	16	13	0	0	5	86	18	70	66	0	0	0	0	151	277	0	73	0	78	291	0	0	0	26	260	0	0	50	9	49	60	22	0	0
ASV_246	103	94	117	0	0	0	69	0	0	56	153	0	133	0	116	0	0	32	0	132	0	0	0	42	87	176	17	93	112	0	0	91	0	0	0
ASV_247	93	122	119	0	0	0	117	73	0	109	60	0	21	64	0	30	27	23	0	42	0	76	0	34	54	142	79	43	75	0	34	77	102	6	0
ASV_248	0	123	51	0	0	0	62	86	20	39	31	0	124	31	0	0	54	55	155	90	197	0	0	73	0	88	0	0	32	84	70	39	99	6	0
ASV_249	282	185	30	0	0	0	32	204	6	72	52	0	12	14	419	4	0	26	0	68	0	0	0	0	0	4	0	0	62	0	54	38	35	0	0
ASV_250	66	124	63	0	0	0	75	97	104	57	0	0	0	0	58	0	0	74	0	68	0	0	0	142	0	62	78	41	210	58	104	0	117	0	0
ASV_251	45	0	79	0	0	0	36	28	0	18	30	0	39	0	149	44	0	34	124	27	194	44	0	29	24	19	201	30	95	77	43	104	84	0	0
ASV_252	106	92	162	0	0	0	108	85	122	55	0	0	48	35	29	195	0	47	0	0	129	0	0	0	0	0	144	0	0	79	58	21	78	0	0
ASV_253	71	101	26	0	0	0	38	31	119	108	56	0	38	65	98	0	26	8	78	13	42	157	0	35	50	30	111	46	81	60	30	18	47	0	0
ASV_254	6	62	95	0	0	0	37	214	0	27	0	0	23	86	143	46	59	20	57	7	68	92	0	186	62	18	0	3	28	11	23	103	100	0	0
ASV_255	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	287	0	0	29	0	0	10	74	218	13	76	240	563	0	0	0	0
ASV_256	89	58	18	0	0	0	60	54	42	65	84	0	0	12	38	69	85	33	106	47	43	20	0	44	40	69	65	74	119	54	58	60	65	0	0
ASV_257	30	141	119	0	0	0	73	27	28	52	102	0	0	0	41	99	27	0	102	0	18	0	0	20	120	59	34	66	60	101	122	40	69	0	0
ASV_258	63	32	0	0	0	0	0	63	200	47	0	0	0	51	34	0	101	0	33	15	0	27	0	153	19	27	133	85	189	127	99	0	49	0	0
ASV_259	130	135	0	0	0	0	36	187	175	42	35	0	0	0	180	0	0	0	0	0	274	35	0	0	0	247	0	0	0	0	0	69	0	0	0
ASV_260	88	104	84	0	0	0	18	97	14	21	22	0	135	85	46	0	0	83	0	90	42	35	0	16	42	82	191	29	0	59	19	92	28	0	0
ASV_261	182	0	0	0	0	0	0	118	40	60	0	0	17	23	11	61	38	0	251	0	0	74	0	21	145	15	131	52	0	43	73	21	141	0	0
ASV_262	57	0	71	0	0	0	0	80	114	32	0	0	0	0	0	0	0	0	74	0	0	105	0	0	33	234	105	102	253	0	0	125	132	0	0
ASV_263	0	41	622	0	0	0	30	0	0	0	37	0	0	62	0	0	0	47	0	0	87	16	0	0	0	0	321	0	0	143	58	49	0	0	0
ASV_264	56	0	77	0	0	0	80	0	0	27	0	0	25	222	78	0	177	0	36	77	29	0	0	113	20	27	38	130	89	0	99	55	55	0	0
ASV_265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_266	37	39	127	0	0	0	6	0	0	151	222	0	0	42	179	0	0	125	0	0	155	66	0	0	0	0	120	61	0	0	0	168	0	0	0
ASV_267	199	0	286	0	0	0	0	0	0	0	131	0	0	96	0	0	0	0	0	628	129	0	0	0	0	0	0	0	0	28	0	0	0	0	0
ASV_268	44	47	0	0	0	0	26	81	185	37	82	0	0	65	23	0	0	27	86	0	18	101	0	12	120	44	21	72	107	63	41	93	102	0	0
ASV_269	39	107	22	0	0	0	26	35	70	32	90	0	31	30	179	24	47	39	64	22	34	82	0	50	17	26	89	39	94	53	69	23	56	0	0
ASV_270	24	57	44	0	0	0	13	53	88	92	141	0	0	16	11	8	333	19	20	74	0	22	0	34	124	44	0	0	66	78	44	52	22	0	0
ASV_271	488	0	0	0	0	0	38	26	0	0	0	0	0	0	108	88	0	0	0	47	206	0	0	55	56	0	0	0	0	112	33	83	123	0	0
ASV_272	0	0	0	0	0	0	0	0	0	43	0	0	836	81	0	0	0	122	0	0	157	0	6	39	47	0	52	0	0	0	38	0	41	0	0
ASV_273	21	17	50	0	0	0	121	9	112	0	0	0	64	0	83	11	27	343	0	0	69	20	0	289	0	25	38	0	24	97	30	0	0	0	0
ASV_274	0	43	10	0	0	0	49	24	0	64	16	0	0	0	0	96	0	0	48	0	0	0	0	0	12	409	299	308	34	0	12	0	19	0	0
ASV_275	0	35	72	0	0	0	89	0	0	0	0	0	91	146	78	41	396	85	0	0	0	0	0	0	0	236	107	0	0	0	66	0	0	0	0
ASV_276	57	115	25	0	0	0	30	32	21	83	162	0	0	0	31	91	87	0	182	0	0	11	0	3	0	11	15	17	44	160	221	0	37	0	0
ASV_277	125	92	75	0	0	0	98	5	32	21	170	0	69	68	45	11	71	5	16	134	41	0	0	21	37	109	9	81	0	40	0	41	12	0	0
ASV_278	0	0	0	0	0	0	0	174	446	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	56	260	0	0	0	83	84	165	0	0	0
ASV_279	0	139	47	0	0	0	137	17	32	27	56	0	45	34	110	22	43	25	55	27	12	0	0	18	31	50	60	55	72	164	64	33	46	0	0
ASV_280	0	0	76	0	0	0	112	0	0	0	0	0	0	116	0	116	0	246	0	0	42	0	0	0	0	623	0	0	0	0	0	89	0	0	0
ASV_281	0	36	27	0	0	0	31	17	80	126	19	0	17	19	25	259	37	47	57	23	39	56	0	19	38	82	36	64	101	67	35	14	41	0	0
ASV_282	0	0	54	0	0	0	0	0	0	81	276	0	27	0	0	0	308	0	0	204	0	23	0	0	0	0	0	108	0	177	67	79	0	0	0
ASV_283	0	0	0	0	0	0	140	0	16	0	19	0	0	0	97	20	175	0	0	16	131	3	0	349	0	78	275	0	0	51	24	0	10	0	0
ASV_284	85	55	29	0	0	0	112	121	0	77	38	0	0	58	0	35	20	38	72	0	64	50	0	72	47	112	114	31	0	54	23	42	48	0	0
ASV_285	99	74	29	0	0	0	14	89	46	8	12	0	11	26	33	23	80	24	107	22	27	98	0	43	17	110	188	27	31	54	56	19	26	0	0
ASV_286	132	0	64	0	0	0	107	105	0	49	99	0	0	52	12	18	72	0	29	62	15	0	0	0	0	283	0	62	52	40	45	92	0	0	0
ASV_287	0	0	0	0	0	0	638	0	0	0	21	0	0	0	49	0	40	17	0	101	21	0	0	22	0	38	232	107	26	27	17	0	22	0	0
