	SRR17060816_R1_filtered.fastq.gz	SRR17060817_R1_filtered.fastq.gz	SRR17060818_R1_filtered.fastq.gz	SRR17060819_R1_filtered.fastq.gz	SRR17060820_R1_filtered.fastq.gz	SRR17060821_R1_filtered.fastq.gz	SRR17060824_R1_filtered.fastq.gz	SRR17060830_R1_filtered.fastq.gz	SRR17060831_R1_filtered.fastq.gz	SRR17060832_R1_filtered.fastq.gz	SRR17060833_R1_filtered.fastq.gz	SRR17060834_R1_filtered.fastq.gz	SRR17060835_R1_filtered.fastq.gz	SRR17060836_R1_filtered.fastq.gz	SRR17060837_R1_filtered.fastq.gz	SRR17060838_R1_filtered.fastq.gz	SRR17060846_R1_filtered.fastq.gz	SRR17060847_R1_filtered.fastq.gz
ASV_1267	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
ASV_1268	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ASV_1269	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ASV_1270	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_1271	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_1272	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_1273	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_1274	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_1275	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_1276	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_1277	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_1278	0	0	0	0	0	0	0	0	0	0	0	3	0	0	14	0	0	0
ASV_1279	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV_1280	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV_1281	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV_1282	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV_1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
ASV_1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
ASV_1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
ASV_1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
ASV_1287	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1288	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1289	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1290	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1291	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1292	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1293	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1294	0	0	0	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV_1295	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1296	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ASV_1297	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV_1298	0	0	0	0	0	0	0	10	0	0	0	0	0	0	6	0	0	0
ASV_1299	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV_1300	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV_1301	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV_1302	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV_1303	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV_1304	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV_1305	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV_1306	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV_1307	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV_1308	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV_1309	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV_1310	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV_1311	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0
ASV_1312	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	0
ASV_1313	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV_1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV_1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV_1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV_1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV_1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV_1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ASV_1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV_1321	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1322	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1323	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1324	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
ASV_1325	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
ASV_1326	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV_1327	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV_1328	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0
ASV_1329	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1330	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1331	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1332	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1333	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1334	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1335	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1336	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1337	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1338	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1339	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1340	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_1341	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0
ASV_1342	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0
ASV_1343	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0
ASV_1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ASV_1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ASV_1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ASV_1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ASV_1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ASV_1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ASV_1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ASV_1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV_1352	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1353	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1354	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1355	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1356	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1357	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0
ASV_1358	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0
ASV_1359	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
ASV_1360	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
ASV_1361	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_1362	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_1363	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_1364	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_1365	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_1366	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_1367	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_1368	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0
ASV_1369	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0
ASV_1370	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0
ASV_1371	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0
ASV_1372	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0
ASV_1373	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ASV_1374	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ASV_1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ASV_1385	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1386	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1387	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1388	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1389	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1390	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV_1391	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV_1392	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV_1393	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV_1394	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV_1395	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV_1396	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV_1397	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV_1398	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV_1399	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV_1400	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV_1401	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0
ASV_1402	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0
ASV_1403	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV_1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV_1415	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV_1416	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1417	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0
ASV_1418	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_1419	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_1420	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_1421	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_1422	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_1423	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV_1424	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1425	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1426	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1427	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1428	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1429	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1430	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1431	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1432	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1433	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1434	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1435	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1436	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1437	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1438	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0
ASV_1439	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_1440	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_1441	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_1456	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1457	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1458	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1459	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1460	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0
ASV_1461	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1462	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1463	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV_1464	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV_1465	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1466	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1467	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1468	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1469	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1470	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1471	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1472	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1473	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1474	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1475	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1476	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1477	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1478	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1479	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1480	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1481	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV_1482	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0
ASV_1483	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0
ASV_1484	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0
ASV_1485	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0
ASV_1486	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0
ASV_1487	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ASV_1508	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1509	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1510	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1511	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1512	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1513	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1514	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1515	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1516	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_1517	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_1518	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_1519	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_1520	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1521	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1522	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1523	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1524	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1525	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1526	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1527	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1528	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1529	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1530	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1531	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1532	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1533	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1534	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1535	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1536	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1537	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1538	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1539	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1540	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1541	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1542	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0
ASV_1543	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV_1544	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV_1545	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV_1546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV_1571	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1572	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1573	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1574	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1575	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1576	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1577	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1578	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_1579	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_1580	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_1581	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_1582	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
